Id	Name	InChI	logKow_KOWWIN	logKow_KOWWIN_exp	logKow_ALOGPS	HF	dipole	eTotal	eElectronic	eNuclear	MW	saCOSMO	vCOSMO	eNHOMO	eHOMO	eLUMO	eSLUMO	eGap	qMin	qMinRing	qMax	qMaxRing	qMaxH	qAvgRing	polarityRing	qElephMax	qElephMaxRing	qElephMaxH	qElephAvgRing	qNuphMax	qNuphMaxRing	qNuphMaxH	qNuphAvgRing
785	2,3-dichloro-4-nitrophenol	InChI=1S/C6H3Cl2NO3/c7-5-3(9(11)12)1-2-4(10)6(5)8/h1-2,10H	3.20	N/A	3.07	-38.43794	4.922	-2380.25602	-11047.95025	8667.69423	208.001	186.59	190.45	-10.57	-10.363	-1.61	-1.327	8.753	-0.425531	-0.260115	0.638623	0.337644	0.346829	-0.038142	0.26418739	0.251015	0.251015	0.000001	0.111635	0.267645	0.267645	0.000007	0.131303
786	2,6-dichloro-3-nitrophenol	InChI=1S/C6H3Cl2NO3/c7-3-1-2-4(9(11)12)5(8)6(3)10/h1-2,10H	3.20	N/A	3.06	-35.80249	4.704	-2380.14074	-11045.87434	8665.7336	208.001	188.91	196.16	-10.645	-10.097	-1.763	-1.145	8.334	-0.407464	-0.139604	0.616527	0.232968	0.342487	-0.036658	0.23710371	0.198550	0.177016	0.000001	0.101487	0.260941	0.260941	0.000017	0.141007
787	2,3-dichloro-6-nitrophenol	InChI=1S/C6H3Cl2NO3/c7-3-1-2-4(9(11)12)6(10)5(3)8/h1-2,10H	3.20	N/A	3.06	-42.89074	2.279	-2380.35956	-11082.31713	8701.95758	208.001	186.94	189.89	-10.675	-10.154	-1.956	-1.068	8.198	-0.466554	-0.278047	0.663564	0.372594	0.383327	-0.038579	0.26882464	0.268126	0.213750	0.000000	0.099203	0.274780	0.274780	0.000000	0.124696
788	2,5-dichloro-4-nitrophenol	InChI=1S/C6H3Cl2NO3/c7-3-2-6(10)4(8)1-5(3)9(11)12/h1-2,10H	3.20	N/A	3.07	-39.32084	4.923	-2380.29391	-10981.23726	8600.94335	208.001	189.65	191.4	-10.823	-10.3	-1.659	-1.35	8.641	-0.423273	-0.283038	0.638878	0.336069	0.347438	-0.035543	0.27891111	0.227269	0.227269	0.000001	0.100334	0.283187	0.283187	0.000022	0.132103
789	2,4-dichloro-6-nitrophenol	InChI=1S/C6H3Cl2NO3/c7-3-1-4(8)6(10)5(2-3)9(11)12/h1-2,10H	3.20	N/A	3.07	-42.58854	1.977	-2380.34447	-11044.65231	8664.30784	208.001	190.1	190.57	-10.955	-10.0	-1.997	-1.162	8.003	-0.462225	-0.250564	0.658593	0.348224	0.381692	-0.034147	0.25685049	0.177299	0.177299	0.000000	0.100210	0.260948	0.260948	0.000000	0.125862
790	2,5-dichloro-3-nitrophenol	InChI=1S/C6H3Cl2NO3/c7-3-1-4(9(11)12)6(8)5(10)2-3/h1-2,10H	3.20	N/A	3.07	-37.44076	3.43	-2380.21225	-11005.46064	8625.24839	208.001	190.43	192.58	-10.851	-10.192	-1.748	-1.224	8.444	-0.427230	-0.228290	0.609863	0.290166	0.345664	-0.034370	0.26894639000000004	0.215113	0.215113	0.000002	0.104312	0.273013	0.273013	0.000003	0.142567
791	3,5-dichloro-2-nitrophenol	InChI=1S/C6H3Cl2NO3/c7-3-1-4(8)6(9(11)12)5(10)2-3/h1-2,10H	3.20	N/A	3.08	-44.21613	2.53	-2380.41248	-11115.25663	8734.84415	208.001	187.43	188.51	-10.886	-10.34	-1.946	-1.064	8.394	-0.480149	-0.324562	0.666564	0.419788	0.388238	-0.038172	0.26087208	0.301063	0.301063	0.000000	0.121429	0.261427	0.261427	0.000000	0.125426
792	3,5-dichloro-4-nitrophenol	InChI=1S/C6H3Cl2NO3/c7-4-1-3(10)2-5(8)6(4)9(11)12/h1-2,10H	3.20	N/A	3.07	-39.65403	5.918	-2380.30746	-11063.88399	8683.57653	208.001	190.53	197.13	-10.671	-10.444	-1.353	-1.317	9.091	-0.435613	-0.349564	0.637600	0.356458	0.339379	-0.039222	0.3238586	0.312343	0.312343	0.000000	0.120028	0.387649	0.387649	0.000000	0.159645
793	3,6-dichloro-2-nitrophenol	InChI=1S/C6H3Cl2NO3/c7-3-1-2-4(8)6(10)5(3)9(11)12/h1-2,10H	3.20	N/A	3.06	-35.93413	5.076	-2380.14485	-11144.63166	8764.48681	208.001	189.99	194.92	-10.819	-10.203	-1.514	-1.166	8.689	-0.409568	-0.227114	0.650770	0.317094	0.351647	-0.036190	0.28356801	0.215853	0.215853	0.000000	0.105407	0.283605	0.283605	0.000000	0.160966
794	2,3-dichloro-5-nitrophenol	InChI=1S/C6H3Cl2NO3/c7-4-1-3(9(11)12)2-5(10)6(4)8/h1-2,10H	3.20	N/A	3.08	-38.0844	3.726	-2380.2436	-10906.95447	8526.71087	208.001	190.25	192.09	-10.659	-10.33	-1.949	-1.197	8.381	-0.422771	-0.187519	0.614158	0.274961	0.343196	-0.034519	0.19851076	0.240981	0.240981	0.000000	0.117620	0.236680	0.236680	0.000000	0.132112
795	3,4-dichloro-5-nitrophenol	InChI=1S/C6H3Cl2NO3/c7-4-1-3(10)2-5(6(4)8)9(11)12/h1-2,10H	3.20	N/A	3.09	-36.83569	4.27	-2380.18632	-11002.38979	8622.20347	208.001	190.27	194.14	-10.892	-10.049	-1.712	-1.24	8.337	-0.436647	-0.270009	0.610404	0.299425	0.338379	-0.036934	0.26216213999999993	0.223770	0.209771	0.000002	0.102141	0.280106	0.280106	0.000002	0.141577
796	3-bromo-2-nitrophenol	InChI=1S/C6H4BrNO3/c7-4-2-1-3-5(9)6(4)8(10)11/h1-3,9H	2.80	N/A	2.64	-22.92919	4.307	-2082.30424	-9592.1918	7509.88756	218.006	172.61	175.25	-10.339	-9.908	-1.65	-0.746	8.258	-0.484819	-0.294733	0.658659	0.397685	0.385199	-0.059388	0.24324398	0.274451	0.249149	0.000000	0.103188	0.243249	0.243249	0.000000	0.122970
797	2-bromo-4-nitrophenol	InChI=1S/C6H4BrNO3/c7-5-3-4(8(10)11)1-2-6(5)9/h1-3,9H	2.80	N/A	2.75	-20.7942	5.221	-2082.30655	-9307.72534	7225.4188	218.006	179.44	178.64	-10.631	-9.893	-1.463	-1.06	8.430	-0.423635	-0.325258	0.639110	0.327965	0.335700	-0.056140	0.262698	0.450787	0.161645	0.000000	0.076483	0.276053	0.276053	0.000000	0.125002
798	2-bromo-5-nitrophenol	InChI=1S/C6H4BrNO3/c7-5-2-1-4(8(10)11)3-6(5)9/h1-3,9H	2.80	N/A	2.71	-18.96144	2.508	-2082.22783	-9307.21183	7224.984	218.006	179.76	180.39	-10.623	-9.898	-1.694	-0.892	8.204	-0.427060	-0.251641	0.614309	0.261838	0.334948	-0.056136	0.21061676	0.371856	0.145198	0.000000	0.084532	0.226026	0.226026	0.000000	0.127701
799	2-bromo-3-nitrophenol	InChI=1S/C6H4BrNO3/c7-6-4(8(10)11)2-1-3-5(6)9/h1-3,9H	2.80	N/A	2.67	-16.841	4.14	-2082.13401	-9458.33005	7376.19603	218.006	175.54	175.81	-10.615	-9.894	-1.446	-0.855	8.448	-0.444021	-0.202531	0.606251	0.286181	0.341471	-0.056607	0.26052092000000004	0.303189	0.173470	0.000003	0.094865	0.262399	0.262399	0.000015	0.138714
800	2-bromo-6-nitrophenol	InChI=1S/C6H4BrNO3/c7-4-2-1-3-5(6(4)9)8(10)11/h1-3,9H	2.80	N/A	2.65	-23.83555	3.582	-2082.34729	-9509.05409	7426.70681	218.006	175.98	177.07	-10.613	-9.8	-1.689	-0.791	8.111	-0.468836	-0.271714	0.661436	0.366993	0.379407	-0.057442	0.25664714000000005	0.394715	0.167990	0.000000	0.084578	0.260397	0.260397	0.000000	0.121852
801	4-bromo-2-nitrophenol	InChI=1S/C6H4BrNO3/c7-4-1-2-6(9)5(3-4)8(10)11/h1-3,9H	2.80	N/A	2.67	-17.37801	5.708	-2082.15547	-9423.6245	7341.46903	218.007	179.5	177.66	-10.768	-9.82	-1.482	-0.922	8.338	-0.415316	-0.319377	0.645126	0.335307	0.331662	-0.056915	0.2875295	0.366340	0.185063	0.000001	0.088279	0.296333	0.296333	0.000017	0.140646
802	5-bromo-2-nitrophenol	InChI=1S/C6H4BrNO3/c7-4-1-2-5(8(10)11)6(9)3-4/h1-3,9H	2.80	N/A	2.67	-18.04315	4.544	-2082.18574	-9404.62606	7322.44032	218.007	180.18	177.4	-10.612	-10.187	-1.531	-0.871	8.656	-0.420782	-0.343078	0.647617	0.345837	0.332587	-0.058544	0.29069691999999997	0.257933	0.257933	0.000001	0.108398	0.304244	0.304244	0.000014	0.139817
803	3-bromo-5-nitrophenol	InChI=1S/C6H4BrNO3/c7-4-1-5(8(10)11)3-6(9)2-4/h1-3,9H	2.80	N/A	2.71	-20.15331	3.463	-2082.278	-9283.32233	7201.04433	218.007	181.62	180.07	-10.509	-10.149	-1.695	-0.973	8.454	-0.445780	-0.264879	0.611270	0.287776	0.337202	-0.055134	0.21688520000000003	0.280387	0.229361	0.000000	0.103434	0.228982	0.228982	0.000000	0.128074
804	4-bromo-3-nitrophenol	InChI=1S/C6H4BrNO3/c7-5-2-1-4(9)3-6(5)8(10)11/h1-3,9H	2.80	N/A	2.70	-17.40337	6.243	-2082.15898	-9394.64658	7312.4876	218.006	178.53	179.92	-10.597	-9.742	-1.42	-0.893	8.322	-0.443846	-0.271666	0.607518	0.288197	0.333025	-0.056319	0.24430825	0.363149	0.168262	0.000002	0.088988	0.287078	0.287078	0.000028	0.142453
805	3-bromo-4-nitrophenol	InChI=1S/C6H4BrNO3/c7-5-3-4(9)1-2-6(5)8(10)11/h1-3,9H	2.80	N/A	2.74	-19.82093	5.932	-2082.26301	-9383.43091	7301.1679	218.007	177.38	178.0	-10.37	-10.15	-1.378	-1.016	8.772	-0.445476	-0.332546	0.634869	0.347314	0.337324	-0.058440	0.26297169000000004	0.464104	0.180400	0.000042	0.077706	0.263670	0.263670	0.000026	0.129579
806	3-chloro-2-nitrophenol	InChI=1S/C6H4ClNO3/c7-4-2-1-3-5(9)6(4)8(10)11/h1-3,9H	2.55	N/A	2.53	-36.55801	4.362	-2126.93693	-9728.40547	7601.46854	173.555	168.48	169.29	-10.961	-10.048	-1.672	-0.764	8.376	-0.483548	-0.309442	0.663765	0.404944	0.385505	-0.056853	0.24610993000000003	0.285186	0.285186	0.000000	0.122616	0.246267	0.246267	0.000001	0.122565
807	2-chloro-4-nitrophenol	InChI=1S/C6H4ClNO3/c7-5-3-4(8(10)11)1-2-6(5)9/h1-3,9H	2.55	N/A	2.60	-33.1552	5.215	-2126.88401	-9438.65716	7311.77315	173.556	174.55	171.59	-10.86	-10.091	-1.501	-1.08	8.590	-0.421577	-0.317896	0.637601	0.314873	0.336592	-0.053695	0.26252063	0.241924	0.198804	0.000000	0.102248	0.274568	0.274568	0.000000	0.125395
808	2-chloro-5-nitrophenol	InChI=1S/C6H4ClNO3/c7-5-2-1-4(8(10)11)3-6(5)9/h1-3,9H	2.55	N/A	2.57	-31.59683	2.32	-2126.81673	-9437.61501	7310.79828	173.555	174.69	172.79	-10.827	-10.06	-1.705	-0.935	8.355	-0.424813	-0.242883	0.615664	0.247177	0.335789	-0.053483	0.20888469	0.182684	0.167097	0.000000	0.107789	0.222847	0.222847	0.000000	0.127803
809	2-chloro-3-nitrophenol	InChI=1S/C6H4ClNO3/c7-6-4(8(10)11)2-1-3-5(6)9/h1-3,9H	2.55	N/A	2.56	-29.19472	6.445	-2126.70977	-9600.47484	7473.76507	173.556	172.24	172.16	-10.746	-9.899	-1.467	-0.835	8.432	-0.427066	-0.257835	0.613429	0.256540	0.332532	-0.057254	0.24565137999999995	0.226738	0.180469	0.000001	0.106196	0.263332	0.263332	0.000022	0.139252
810	2-chloro-6-nitrophenol	InChI=1S/C6H4ClNO3/c7-4-2-1-3-5(6(4)9)8(10)11/h1-3,9H	2.55	N/A	2.54	-36.23097	3.539	-2126.92598	-9640.18792	7513.26194	173.555	170.79	169.1	-10.861	-9.963	-1.72	-0.818	8.243	-0.467905	-0.264330	0.659927	0.355061	0.380165	-0.054994	0.25126819999999994	0.207491	0.196411	0.000000	0.108173	0.256096	0.256096	0.000000	0.121355
811	4-chloro-2-nitrophenol	InChI=1S/C6H4ClNO3/c7-4-1-2-6(9)5(3-4)8(10)11/h1-3,9H	2.55	2.46	2.56	-30.01188	5.684	-2126.74487	-9549.02519	7422.28031	173.556	174.21	171.13	-11.017	-9.983	-1.522	-0.94	8.461	-0.413471	-0.309462	0.644016	0.327663	0.331726	-0.053402	0.28485181000000004	0.225122	0.225122	0.000001	0.108918	0.292652	0.292652	0.000017	0.141294
812	5-chloro-2-nitrophenol	InChI=1S/C6H4ClNO3/c7-4-1-2-5(8(10)11)6(9)3-4/h1-3,9H	2.55	N/A	2.54	-31.33934	4.344	-2126.80358	-9531.27632	7404.47274	173.556	174.42	170.75	-10.871	-10.297	-1.535	-0.908	8.762	-0.421719	-0.362201	0.648811	0.355539	0.333123	-0.054949	0.29529776999999996	0.295210	0.295210	0.000001	0.125972	0.306454	0.306454	0.000014	0.139409
813	3-chloro-5-nitrophenol	InChI=1S/C6H4ClNO3/c7-4-1-5(8(10)11)3-6(9)2-4/h1-3,9H	2.55	N/A	2.57	-33.14205	3.471	-2126.88288	-9409.97089	7283.08801	173.556	176.03	172.63	-10.787	-10.273	-1.723	-0.99	8.550	-0.444299	-0.273950	0.609933	0.297659	0.337729	-0.051757	0.21954927	0.278718	0.278718	0.000000	0.127625	0.234315	0.234315	0.000000	0.127586
814	4-chloro-3-nitrophenol	InChI=1S/C6H4ClNO3/c7-5-2-1-4(9)3-6(5)8(10)11/h1-3,9H	2.55	N/A	2.55	-30.67297	6.338	-2126.77528	-9529.13454	7402.35926	173.555	173.87	172.72	-11.124	-9.905	-1.464	-0.912	8.441	-0.443913	-0.259757	0.613202	0.279363	0.332831	-0.053546	0.24240898000000005	0.205888	0.205888	0.000001	0.109742	0.279467	0.279467	0.000030	0.142638
815	3-chloro-4-nitrophenol	InChI=1S/C6H4ClNO3/c7-5-3-4(9)1-2-6(5)8(10)11/h1-3,9H	2.55	N/A	2.57	-33.46965	6.105	-2126.89628	-9519.04983	7392.15355	173.556	172.68	171.36	-10.666	-10.326	-1.4	-1.035	8.926	-0.443972	-0.339909	0.640487	0.356846	0.337853	-0.056028	0.26743831	0.316744	0.316744	0.000001	0.123653	0.269797	0.269797	0.000027	0.129191
816	3-fluoro-2-nitrophenol	InChI=1S/C6H4FNO3/c7-4-2-1-3-5(9)6(4)8(10)11/h1-3,9H	2.11	N/A	1.81	-75.87673	4.403	-2325.67574	-10090.71224	7765.0365	157.101	158.89	157.57	-11.196	-10.205	-1.621	-0.714	8.584	-0.484852	-0.353255	0.673774	0.416046	0.385147	-0.038311	0.26255389	0.300726	0.300726	0.000000	0.134606	0.267553	0.267553	0.000000	0.123673
817	2-fluoro-4-nitrophenol	InChI=1S/C6H4FNO3/c7-5-3-4(8(10)11)1-2-6(5)9/h1-3,9H	2.11	N/A	1.91	-69.99578	5.213	-2325.51522	-9782.54836	7457.03314	157.101	163.62	160.39	-11.095	-10.249	-1.526	-1.008	8.723	-0.413243	-0.303558	0.635027	0.270404	0.332274	-0.035627	0.25841794000000007	0.252475	0.252475	0.000000	0.126124	0.265907	0.265907	0.000000	0.125414
818	2-fluoro-5-nitrophenol	InChI=1S/C6H4FNO3/c7-5-2-1-4(8(10)11)3-6(5)9/h1-3,9H	2.11	N/A	1.93	-69.1497	2.486	-2325.47725	-9781.87312	7456.39587	157.101	164.21	160.43	-11.093	-10.18	-1.634	-0.968	8.546	-0.416789	-0.225618	0.619784	0.200125	0.331626	-0.034865	0.22305332	0.208488	0.207326	0.000000	0.125812	0.231200	0.231200	0.000000	0.126699
819	2-fluoro-3-nitrophenol	InChI=1S/C6H4FNO3/c7-6-4(8(10)11)2-1-3-5(6)9/h1-3,9H	2.11	N/A	1.85	-66.78792	4.4	-2325.3738	-9973.0784	7647.70461	157.101	161.5	158.26	-11.046	-10.145	-1.621	-0.863	8.524	-0.437658	-0.164909	0.627203	0.209478	0.343071	-0.035244	0.20812923	0.230952	0.230952	0.000000	0.128198	0.225708	0.225708	0.000000	0.130519
820	2-fluoro-6-nitrophenol	InChI=1S/C6H4FNO3/c7-4-2-1-3-5(6(4)9)8(10)11/h1-3,9H	2.11	N/A	1.88	-73.06682	3.513	-2325.56085	-9983.11592	7657.55507	157.101	160.46	157.41	-11.135	-10.09	-1.715	-0.77	8.375	-0.467579	-0.247580	0.658849	0.311712	0.375500	-0.037213	0.23087930999999995	0.240731	0.240731	0.000000	0.129263	0.239202	0.239202	0.000000	0.119351
821	4-fluoro-2-nitrophenol	InChI=1S/C6H4FNO3/c7-4-1-2-6(9)5(3-4)8(10)11/h1-3,9H	2.11	1.88	1.84	-67.05834	5.669	-2325.38437	-9884.18805	7558.80368	157.101	163.02	158.76	-11.028	-10.089	-1.521	-0.845	8.568	-0.410283	-0.287005	0.641560	0.304675	0.331009	-0.036191	0.27578607	0.260559	0.260559	0.000002	0.129328	0.281158	0.281158	0.000018	0.142519
822	5-fluoro-2-nitrophenol	InChI=1S/C6H4FNO3/c7-4-1-2-5(8(10)11)6(9)3-4/h1-3,9H	2.11	1.91	1.91	-70.14061	4.609	-2325.51832	-9869.66154	7544.14322	157.101	162.66	157.42	-10.999	-10.355	-1.428	-0.899	8.927	-0.427303	-0.412185	0.652370	0.374237	0.333107	-0.038062	0.30134082	0.304722	0.304722	0.000000	0.132115	0.305297	0.305297	0.000012	0.137702
823	3-fluoro-5-nitrophenol	InChI=1S/C6H4FNO3/c7-4-1-5(8(10)11)3-6(9)2-4/h1-3,9H	2.11	N/A	1.91	-71.17098	3.432	-2325.56536	-9747.63356	7422.06819	157.101	164.88	159.6	-11.079	-10.326	-1.705	-0.895	8.621	-0.444040	-0.297223	0.607354	0.316848	0.337611	-0.034741	0.22063885	0.287229	0.287229	0.000000	0.134223	0.243498	0.243498	0.000000	0.125123
824	4-fluoro-3-nitrophenol	InChI=1S/C6H4FNO3/c7-5-2-1-4(9)3-6(5)8(10)11/h1-3,9H	2.11	N/A	1.82	-68.02196	6.503	-2325.4282	-9897.78086	7572.35265	157.101	162.67	158.07	-11.183	-10.054	-1.667	-0.834	8.387	-0.446434	-0.220453	0.627867	0.240717	0.330399	-0.035223	0.21655063000000002	0.231189	0.231189	0.000000	0.129327	0.237303	0.237303	0.000000	0.134640
825	3-fluoro-4-nitrophenol	InChI=1S/C6H4FNO3/c7-5-3-4(9)1-2-6(5)8(10)11/h1-3,9H	2.11	N/A	1.84	-72.24811	6.36	-2325.61212	-9883.95057	7558.33844	157.101	162.56	157.31	-11.076	-10.435	-1.43	-0.974	9.005	-0.441918	-0.363405	0.653878	0.378516	0.338292	-0.036894	0.27972089	0.325406	0.325406	0.000000	0.130578	0.288405	0.288405	0.000000	0.128534
826	2-nitrophenol	InChI=1S/C6H5NO3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H	1.91	1.79	1.91	-30.9851	4.086	-1873.55496	-8260.26981	6386.71485	139.11	153.53	146.64	-11.023	-9.998	-1.449	-0.486	8.549	-0.475488	-0.282352	0.662598	0.383802	0.379217	-0.074703	0.24393543	0.284471	0.284471	0.000000	0.133662	0.246319	0.246319	0.000000	0.117470
827	4-nitrophenol	InChI=1S/C6H5NO3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H	1.91	1.91	1.93	-28.10265	5.46	-1873.52058	-8059.63007	6186.1095	139.11	156.73	149.85	-10.997	-10.148	-1.238	-0.756	8.910	-0.454042	-0.336673	0.639605	0.345378	0.335648	-0.073112	0.25181959	0.301537	0.301537	0.000000	0.131013	0.263948	0.263948	0.000000	0.121582
828	3-nitrophenol	InChI=1S/C6H5NO3/c8-6-3-1-2-5(4-6)7(9)10/h1-4,8H	1.91	2.00	1.92	-25.24158	5.999	-1873.3959	-8086.31625	6212.92035	139.11	156.86	149.91	-10.976	-10.009	-1.428	-0.579	8.581	-0.452802	-0.264895	0.612022	0.274226	0.330718	-0.073307	0.19403841	0.263149	0.263149	0.000000	0.134226	0.220562	0.220562	0.000000	0.125497
829	2-nitrobenzene-1,3-diol	InChI=1S/C6H5NO4/c8-4-2-1-3-5(9)6(4)7(10)11/h1-3,8-9H	1.43	1.56	1.29	-80.51412	2.774	-2169.11544	-9974.40968	7805.29424	155.11	159.77	154.58	-10.96	-9.757	-1.544	-0.374	8.213	-0.442194	-0.428274	0.696080	0.436870	0.375032	-0.037433	0.21925913000000002	0.307685	0.307685	0.000000	0.132878	0.234702	0.234702	0.000000	0.103700
830	4-nitrobenzene-1,2-diol	InChI=1S/C6H5NO4/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3,8-9H	1.43	1.66	1.26	-65.5488	4.331	-2168.64144	-9657.94463	7489.30319	155.11	166.71	163.06	-10.688	-9.622	-1.347	-0.744	8.275	-0.410854	-0.287945	0.631629	0.249054	0.324087	-0.035966	0.24429761000000003	0.186484	0.186484	0.000000	0.114282	0.246181	0.246181	0.000000	0.122114
831	3-nitrobenzene-1,2-diol	InChI=1S/C6H5NO4/c8-5-3-1-2-4(6(5)9)7(10)11/h1-3,8-9H	1.43	N/A	1.39	-71.8781	2.613	-2168.8196	-9865.06337	7696.24378	155.11	162.23	159.67	-10.703	-9.591	-1.582	-0.556	8.009	-0.472146	-0.201488	0.653407	0.238658	0.388736	-0.032369	0.18974488	0.195257	0.195257	0.000010	0.117899	0.202589	0.202589	0.000010	0.112438
832	5-nitrobenzene-1,3-diol	InChI=1S/C6H5NO4/c8-5-1-4(7(10)11)2-6(9)3-5/h1-3,8-9H	1.43	N/A	1.35	-69.92023	6.979	-2168.83277	-9628.40932	7459.57654	155.11	167.54	161.42	-10.711	-9.839	-1.472	-0.497	8.367	-0.446188	-0.436861	0.605365	0.349905	0.332432	-0.036138	0.19511586999999997	0.298208	0.298208	0.000000	0.134402	0.245216	0.245216	0.000000	0.123194
833	2-nitrobenzene-1,4-diol	InChI=1S/C6H5NO4/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3,8-9H	1.43	N/A	1.32	-64.2045	7.092	-2168.58157	-9761.77554	7593.19397	155.11	166.06	161.57	-10.887	-9.479	-1.326	-0.551	8.153	-0.451695	-0.247123	0.638497	0.261857	0.328565	-0.034287	0.25553422	0.194669	0.194669	0.000011	0.118668	0.265049	0.265049	0.000020	0.143585
834	4-nitrobenzene-1,3-diol	InChI=1S/C6H5NO4/c8-4-1-2-5(7(10)11)6(9)3-4/h1-3,8-9H	1.43	N/A	1.50	-70.36543	6.315	-2168.84945	-9753.08696	7584.23751	155.11	165.34	160.0	-10.562	-10.071	-1.107	-0.64	8.964	-0.451756	-0.443695	0.661614	0.410685	0.338259	-0.039714	0.29262478	0.327725	0.327725	0.000000	0.129785	0.292883	0.292883	0.000001	0.129913
835	4-bromobenzene-1,2-diamine	InChI=1S/C6H7BrN2/c7-4-1-2-5(8)6(9)3-4/h1-3H,8-9H2	1.05	N/A	1.00	26.28516	3.134	-1426.29448	-6601.22208	5174.9276	187.039	170.12	165.29	-9.454	-8.375	-0.125	0.006	8.250	-0.604671	-0.233668	0.283985	0.139176	0.283985	-0.058635	0.27820500000000004	0.196671	0.149702	0.008836	0.091778	0.302505	0.302505	0.003758	0.160265
836	3-bromobenzene-1,2-diamine	InChI=1S/C6H7BrN2/c7-4-2-1-3-5(8)6(4)9/h1-3H,8-9H2	1.05	N/A	0.97	26.83807	2.244	-1426.2688	-6662.48635	5236.21756	187.039	167.13	167.25	-9.231	-8.416	-0.136	0.076	8.280	-0.604438	-0.227427	0.285993	0.145504	0.285993	-0.058903	0.24069743000000002	0.207227	0.155175	0.010343	0.093336	0.308773	0.308773	0.003844	0.159395
837	5-bromobenzene-1,3-diamine	InChI=1S/C6H7BrN2/c7-4-1-5(8)3-6(9)2-4/h1-3H,8-9H2	0.50	N/A	0.99	20.09628	3.993	-1426.56446	-6565.23636	5138.6719	187.039	171.69	167.8	-8.945	-8.463	0.23	0.49	8.693	-0.630296	-0.471608	0.369789	0.369789	0.304286	-0.065371	0.31233074000000005	0.312898	0.312898	0.000276	0.117488	0.400514	0.400514	0.000174	0.158057
838	2-bromobenzene-1,4-diamine	InChI=1S/C6H7BrN2/c7-5-3-4(8)1-2-6(5)9/h1-3H,8-9H2	0.50	N/A	0.97	25.68379	3.198	-1426.32287	-6594.08722	5167.76436	187.039	169.3	166.44	-9.629	-7.976	-0.145	0.256	7.831	-0.616370	-0.218289	0.292612	0.176042	0.292612	-0.058400	0.2603953599999999	0.210474	0.129997	0.003982	0.092992	0.260479	0.260479	0.000074	0.165103
839	4-bromobenzene-1,3-diamine	InChI=1S/C6H7BrN2/c7-5-2-1-4(8)3-6(5)9/h1-3H,8-9H2	0.50	N/A	0.98	20.6525	3.505	-1426.54156	-6603.33441	5176.79285	187.039	168.31	166.39	-8.965	-8.238	0.305	0.492	8.543	-0.631460	-0.467551	0.364030	0.364030	0.312932	-0.063542	0.35050974	0.292525	0.292525	0.000262	0.103346	0.399227	0.399227	0.000296	0.159110
840	2-bromobenzene-1,3-diamine	InChI=1S/C6H7BrN2/c7-6-4(8)2-1-3-5(6)9/h1-3H,8-9H2	0.50	N/A	0.96	20.96717	0.024	-1426.52634	-6664.57092	5238.04457	187.039	165.09	163.72	-8.713	-8.297	0.334	0.565	8.631	-0.624288	-0.402798	0.359121	0.359121	0.311254	-0.064537	0.31075149	0.307078	0.307078	0.000000	0.116372	0.376398	0.376398	0.000000	0.156878
841	4-chlorobenzene-1,2-diamine	InChI=1S/C6H7ClN2/c7-4-1-2-5(8)6(9)3-4/h1-3H,8-9H2	0.80	N/A	0.86	13.1997	3.304	-1470.90302	-6721.64202	5250.739	142.588	164.76	159.05	-9.528	-8.406	-0.143	0.0	8.263	-0.605640	-0.259790	0.287268	0.161805	0.287268	-0.055557	0.26202373	0.195814	0.159992	0.010080	0.093716	0.302959	0.302959	0.003376	0.160445
842	3-chlorobenzene-1,2-diamine	InChI=1S/C6H7ClN2/c7-4-2-1-3-5(8)6(4)9/h1-3H,8-9H2	0.80	N/A	1.03	13.24021	2.216	-1470.89733	-6788.58696	5317.68964	142.588	162.1	159.73	-9.374	-8.497	-0.156	0.047	8.341	-0.601912	-0.260309	0.295837	0.195029	0.295837	-0.056050	0.28713249	0.242941	0.171299	0.013363	0.095102	0.315594	0.315594	0.006400	0.160055
843	5-chlorobenzene-1,3-diamine	InChI=1S/C6H7ClN2/c7-4-1-5(8)3-6(9)2-4/h1-3H,8-9H2	0.25	N/A	0.99	6.48177	4.2	-1471.19657	-6686.80759	5215.61102	142.588	166.51	160.77	-8.969	-8.49	0.263	0.486	8.753	-0.630405	-0.481755	0.379311	0.379311	0.305515	-0.062379	0.31944218	0.315221	0.315221	0.000137	0.117629	0.405071	0.405071	0.000090	0.157434
844	2-chlorobenzene-1,4-diamine	InChI=1S/C6H7ClN2/c7-5-3-4(8)1-2-6(5)9/h1-3H,8-9H2	0.25	N/A	1.08	12.32133	3.317	-1470.94377	-6719.83665	5248.89288	142.588	164.45	159.98	-9.863	-8.005	-0.149	0.223	7.856	-0.617058	-0.239873	0.291417	0.191431	0.291417	-0.055691	0.25588292	0.213987	0.136629	0.004706	0.093275	0.256004	0.256004	0.000037	0.164925
